Byte	Frequency
0	0.7514945723836438
1	0.7608322925330867
2	0.776408933877899
3	0.793157996827247
4	0.7834889561085588
5	0.7768053598760251
6	0.7917341577411672
7	0.8134351407533065
8	0.8058627888207838
9	0.7837775580494858
10	0.7885861946885907
11	0.8059226176366239
12	0.7909876909430346
13	0.8167280693146215
14	0.7978733025536621
15	0.8177800554121424
16	0.7938138485512379
17	0.8072036764947971
18	0.8021685829277659
19	0.8135371259598095
20	0.7908131870805621
21	0.8238230795979362
22	0.817679125424622
23	0.8110454306242082
24	0.7973792368669438
25	0.7996341391599101
26	0.8153503746423648
27	0.831672298287292
28	0.8095710783862596
29	0.8200034870253793
30	0.8205334423883714
31	0.8142920356705338
32	0.7740636031160787
33	0.8008428410172918
34	0.7893858513519927
35	0.8058588693438553
36	0.7970007376514721
37	0.8029799461037285
38	0.8091114714568829
39	0.8265167465033034
40	0.7758003617962331
41	0.7938500384167635
42	0.8021725304458486
43	0.8129717939600511
44	0.8100072854258444
45	0.8188982880546755
46	0.8241281857390731
47	0.8066845491301047
48	0.7744484599091047
49	0.8201408740655735
50	0.8224684599022765
51	0.8209495347426831
52	0.8031306843486279
53	0.8091059362574478
54	0.8170777928917432
55	0.8052836458087119
56	0.7748557623107756
57	0.8135602880089187
58	0.825316233561329
59	0.8092321977655806
60	0.8007723372671817
61	0.8201131188944263
62	0.8118985696714202
63	0.806758813396398
64	0.7629706823450687
65	0.7882965182338268
66	0.775617477002965
67	0.8007726379342
68	0.7769531624141619
69	0.8147906589031332
70	0.801915851034995
71	0.8016886763948592
72	0.8012158897741312
73	0.8290484885627821
74	0.8203753309019911
75	0.8295559251544874
76	0.8016867200189538
77	0.8136410563560098
78	0.8045982552303853
79	0.8080246777766216
80	0.782838771572187
81	0.8011099026385461
82	0.8089651349679694
83	0.8299761676948343
84	0.8090444575819666
85	0.8100609373653306
86	0.8192347550977387
87	0.8261348144363932
88	0.7838207222292662
89	0.8349796994616252
90	0.8210862933941935
91	0.8188427931815491
92	0.7952096327507107
93	0.815095405104805
94	0.8113204064785738
95	0.8150440092585689
96	0.7769560043515368
97	0.7939895656685453
98	0.8099566772858781
99	0.8130637620338916
100	0.8223189848464919
101	0.8070873085602724
102	0.8141253833601478
103	0.8111165127336216
104	0.8009847496690452
105	0.8128526562618639
106	0.8294347649941303
107	0.8122764812577422
108	0.7975260274970717
109	0.7937127575539824
110	0.811286983385175
111	0.8211110956589948
112	0.8083913864384035
113	0.8240785050893216
114	0.8273752123449257
115	0.8171404560567984
116	0.8117543985351142
117	0.8097635793344274
118	0.8190846076784175
119	0.806887907741701
120	0.8118406169274923
121	0.8224457106539774
122	0.8091386121200003
123	0.803922774841405
124	0.8190351039167464
125	0.7917901729381936
126	0.8025074737811685
127	0.7761930921848351
128	0.9818433526058633
129	0.7697610497503194
130	0.7336739442131809
131	0.7855702089868392
132	0.76956610176531
133	0.7579637250947658
134	0.7704657829402507
135	0.7898080195669538
136	0.7730963750589445
137	0.7655144086784197
138	0.7731173240519374
139	0.7749977355892342
140	0.790428796805112
141	0.7914045070169308
142	0.7968565355318854
143	0.8026351093075986
144	0.766841578558468
145	0.7721629100429861
146	0.7853348489708462
147	0.7843115822193051
148	0.8013779282387037
149	0.7982589991913968
150	0.798241302022757
151	0.7997718251237768
152	0.7767156300296464
153	0.7888682965723862
154	0.796219809331273
155	0.8168490119703384
156	0.7896470506252422
157	0.7957243040354666
158	0.8014944062679047
159	0.8032275371429387
160	0.7880299838493247
161	0.7824740679917532
162	0.7982655721556182
163	0.8048460975747901
164	0.7919398380612814
165	0.7951513902797079
166	0.8067240941641031
167	0.817490527343767
168	0.7759380872845799
169	0.7870300321336522
170	0.8009709421392778
171	0.8060924449586314
172	0.7979971208210284
173	0.8065625993378345
174	0.8236538845619613
175	0.8307168239181869
176	0.7878445186616134
177	0.7909945329380083
178	0.809524559434208
179	0.7986287298659981
180	0.8108705079142903
181	0.8050028447701981
182	0.826093648093079
183	0.8148340435169885
184	0.7915660014187006
185	0.8049384706252455
186	0.7998706136726517
187	0.8191348449980468
188	0.8282212649547339
189	0.7988778972668523
190	0.8111428584515683
191	0.8134335458240846
192	0.7547745787555904
193	0.7717889116906583
194	0.7942688089840814
195	0.7986257113505183
196	0.776367269039223
197	0.8096411569468258
198	0.7949362431380166
199	0.7929662259852566
200	0.7909000730360113
201	0.8075687684529038
202	0.797227466770183
203	0.8223940854710022
204	0.7972285072743118
205	0.8222081265872321
206	0.8120651464804042
207	0.8177315067158633
208	0.7967657410745285
209	0.7878363065334586
210	0.7986818174174402
211	0.8112082878837361
212	0.805191326291118
213	0.8136601236496995
214	0.8140335964856816
215	0.8083697797445918
216	0.7976317596322766
217	0.8269992834103475
218	0.812564209013543
219	0.8174484428861519
220	0.7860014019958151
221	0.8220215652993299
222	0.8159442791076287
223	0.8122797077494107
224	0.771567125636635
225	0.807449062703243
226	0.7967059297696905
227	0.8240323898615621
228	0.8079911534849226
229	0.8285178356156951
230	0.8107126827314253
231	0.8136835240001495
232	0.8186366948781818
233	0.8247046816944069
234	0.8021969007944416
235	0.8391620975209237
236	0.8281992425647188
237	0.8386683254898556
238	0.8256765307111552
239	0.8101658592902736
240	0.8127269032989046
241	0.8025623336908714
242	0.8294874233684587
243	0.8097906251830532
244	0.8339851579671653
245	0.8094690521061697
246	0.8182989204107036
247	0.8168982521610996
248	0.8203380829871098
249	0.8157405913255298
250	0.8033374611662647
251	0.7971295640768185
252	0.8397647384622887
253	0.8231456816419046
254	0.8093040100639671
255	0.8006909734643871
